instance_id,timestamp,cpu,memory,gpu_utilization,gpu_memory_utilization,gpu_encoder_session_count,network_in,network_out,network_packets_in,network_packets_out,disk_read_ops,disk_write_ops,disk_read_bytes,disk_write_bytes,volume_read_bytes,volume_write_bytes,volume_read_ops,volume_write_ops
i-0abcd123,2026-04-03T14:35:00+00:00,35.13,57.56,4.96,4.67,0,158612,143193,424,274,106,88,27674,31418,30172,44758,458,432
i-0abcd123,2026-04-03T14:40:00+00:00,41.55,57.67,0.98,3.5,0,88292,131933,321,281,198,63,47615,12636,62021,94478,441,265
i-0abcd123,2026-04-03T14:45:00+00:00,42.4,57.09,1.28,0.44,1,135111,158589,395,126,142,68,44375,38353,53526,95031,255,445
i-0abcd123,2026-04-03T14:50:00+00:00,33.43,64.25,2.77,1.97,1,122770,117110,366,87,95,175,14335,46282,98344,54826,159,147
i-0abcd123,2026-04-03T14:55:00+00:00,33.14,42.76,4.35,1.44,1,168770,163553,394,54,173,87,48715,25362,18177,73171,403,156
i-0abcd123,2026-04-03T15:00:00+00:00,21.6,50.42,0.66,4.74,1,199013,133564,143,331,107,98,15489,13150,67914,36253,443,369
i-0abcd123,2026-04-03T15:05:00+00:00,37.06,59.83,3.59,3.62,0,128474,86861,92,169,154,156,48061,46126,42766,76199,252,172
i-0abcd123,2026-04-03T15:10:00+00:00,20.07,35.68,3.41,0.93,0,199384,72605,475,398,143,125,6720,17510,19134,45669,478,446
i-0abcd123,2026-04-03T15:15:00+00:00,32.82,34.29,1.81,3.71,1,138130,120379,471,216,123,64,5808,25514,89499,79832,449,283
i-0abcd123,2026-04-03T15:20:00+00:00,28.35,57.29,2.11,3.99,1,168892,72547,398,329,150,72,9945,15917,97717,74038,301,401
i-0abcd123,2026-04-03T15:25:00+00:00,22.4,33.86,2.73,0.44,0,155359,95790,418,366,98,160,17171,16671,70914,74266,449,307
i-0abcd123,2026-04-03T15:30:00+00:00,19.96,60.41,4.95,3.07,1,190538,124910,202,260,87,110,27224,22756,15247,72974,382,428
i-0abcd123,2026-04-03T15:35:00+00:00,16.99,57.97,0.16,4.17,0,117462,118327,334,60,109,98,18121,15361,31324,79935,164,212
i-0abcd123,2026-04-03T15:40:00+00:00,17.28,45.18,3.96,1.18,1,82451,172464,104,268,175,180,22655,42169,64044,69840,165,187
i-0abcd123,2026-04-03T15:45:00+00:00,16.4,59.19,2.02,0.06,1,139028,143892,476,235,121,156,16398,12299,74067,73387,286,325
i-0abcd123,2026-04-03T15:50:00+00:00,15.45,34.52,3.25,0.57,0,196954,79042,373,134,158,115,13841,8571,30984,36973,101,201
i-0abcd123,2026-04-03T15:55:00+00:00,23.65,55.07,4.7,1.98,1,180850,97095,214,377,136,84,41666,17522,56714,37074,188,490
i-0abcd123,2026-04-03T16:00:00+00:00,39.78,39.95,3.02,0.74,0,83805,109648,246,235,161,81,17262,37004,18092,97833,435,144
i-0abcd123,2026-04-03T16:05:00+00:00,30.01,33.2,0.49,1.39,0,109129,94568,70,283,189,137,48099,17898,29365,97719,107,405
i-0abcd123,2026-04-03T16:10:00+00:00,30.89,31.75,1.83,0.97,1,199244,81842,140,484,191,104,43191,19232,27295,76207,346,211
i-0abcd123,2026-04-03T16:15:00+00:00,35.96,61.44,0.42,3.92,1,108399,103026,251,210,198,85,49929,17726,25096,13059,143,137
i-0abcd123,2026-04-03T16:20:00+00:00,24.84,58.24,4.61,3.78,1,190024,114371,250,240,90,92,37086,6275,83602,34519,100,446
i-0abcd123,2026-04-03T16:25:00+00:00,23.05,63.63,4.52,1.4,1,98548,152930,283,169,109,170,24825,13180,48400,75750,119,407
i-0abcd123,2026-04-03T16:30:00+00:00,25.14,30.14,2.07,1.97,1,197843,106705,434,402,146,61,31510,8746,22140,95929,423,222
i-0abcd123,2026-04-03T16:35:00+00:00,40.87,38.12,1.1,2.2,1,129087,148368,370,423,115,140,23158,22454,60895,73678,466,211
i-0abcd123,2026-04-03T16:40:00+00:00,23.82,46.79,0.92,4.85,1,162430,109309,455,239,184,101,32310,20907,98859,93890,479,295
i-0abcd123,2026-04-03T16:45:00+00:00,18.48,39.59,3.47,3.34,0,104663,175283,248,176,180,96,41015,47095,37354,46902,287,450
i-0abcd123,2026-04-03T16:50:00+00:00,38.42,43.58,3.8,3.6,0,82986,151326,167,284,143,160,30462,15392,88136,89009,324,234
i-0abcd123,2026-04-03T16:55:00+00:00,22.46,61.6,0.84,0.43,1,177608,172456,484,172,193,80,9262,46357,76523,37000,144,478
i-0abcd123,2026-04-03T17:00:00+00:00,37.17,33.1,1.27,2.66,0,134734,164985,361,187,114,60,48573,48652,63098,17531,270,259
i-0abcd123,2026-04-03T17:05:00+00:00,19.83,34.97,0.74,4.29,0,156391,84702,52,135,101,149,10225,41262,27679,50035,280,302
i-0abcd123,2026-04-03T17:10:00+00:00,39.51,34.36,3.73,1.14,0,161589,145685,152,400,112,71,25347,25311,20015,58271,253,291
i-0abcd123,2026-04-03T17:15:00+00:00,29.38,30.34,2.37,4.93,1,85856,84826,291,316,95,101,8574,14219,71196,64077,245,154
i-0abcd123,2026-04-03T17:20:00+00:00,30.69,56.49,2.04,0.28,1,164093,169327,85,198,84,98,40003,20665,23021,32768,125,114
i-0abcd123,2026-04-03T17:25:00+00:00,15.83,51.52,4.08,4.11,1,116608,106630,94,126,185,64,27225,24785,82625,93940,288,260
i-0abcd123,2026-04-03T17:30:00+00:00,27.67,40.96,4.21,2.78,0,128472,113281,468,448,176,109,16702,27528,20605,48468,401,421
i-0abcd123,2026-04-03T17:35:00+00:00,27.38,36.71,3.61,2.24,1,104905,98821,283,372,119,148,8758,15845,97010,10133,101,101
i-0abcd123,2026-04-03T17:40:00+00:00,26.37,51.77,1.72,0.05,1,185662,130485,367,430,113,148,39365,8553,25005,30391,323,216
i-0abcd123,2026-04-03T17:45:00+00:00,39.73,30.4,0.98,0.75,0,185267,85319,284,383,200,64,38597,9192,42726,97872,476,362
i-0abcd123,2026-04-03T17:50:00+00:00,38.98,63.0,3.36,3.74,1,172614,145812,238,222,110,108,46724,14029,59408,48467,401,453
i-0abcd123,2026-04-03T17:55:00+00:00,16.64,39.77,0.42,1.59,0,196613,125659,58,278,91,77,46110,39910,89983,17581,269,110
i-0abcd123,2026-04-03T18:00:00+00:00,16.62,43.35,1.83,0.74,0,181469,77204,87,151,151,74,11298,41956,40306,97013,320,214
i-0abcd123,2026-04-03T18:05:00+00:00,32.24,58.18,4.48,0.85,1,153368,74176,293,411,129,96,35151,39183,23904,25185,171,234
i-0abcd123,2026-04-03T18:10:00+00:00,23.39,31.46,0.17,0.11,0,117460,173211,147,272,101,152,48613,46225,13909,21688,259,211
i-0abcd123,2026-04-03T18:15:00+00:00,25.93,54.08,4.0,3.04,1,164461,143484,284,262,96,72,41148,37128,56930,53808,485,453
i-0abcd123,2026-04-03T18:20:00+00:00,33.98,47.08,0.55,4.44,0,195843,126149,439,483,124,94,20395,7418,96170,23777,294,345
i-0abcd123,2026-04-03T18:25:00+00:00,28.97,38.06,4.58,1.37,0,86973,79416,358,184,140,76,7656,13105,47551,41054,280,286
i-0abcd123,2026-04-03T18:30:00+00:00,40.17,39.63,4.29,2.16,1,94423,155011,412,394,140,110,42852,43230,64654,51156,179,192
i-0abcd123,2026-04-03T18:35:00+00:00,42.55,47.61,4.94,0.33,0,105281,160170,253,317,117,180,25553,8015,40896,52285,468,386
i-0abcd123,2026-04-03T18:40:00+00:00,23.11,57.24,1.21,4.99,1,104292,136966,401,178,198,143,13511,13677,61390,43273,141,302
i-0abcd123,2026-04-03T18:45:00+00:00,37.9,37.7,4.33,2.25,1,158854,145624,84,70,148,146,6923,18010,63452,87254,245,276
i-0abcd123,2026-04-03T18:50:00+00:00,26.17,60.39,0.18,2.88,1,91783,79064,299,397,185,96,45478,43903,43984,47917,441,238
i-0abcd123,2026-04-03T18:55:00+00:00,21.23,46.92,3.66,1.31,1,149609,176236,68,376,188,173,35680,48961,48622,82111,216,380
i-0abcd123,2026-04-03T19:00:00+00:00,38.85,35.41,0.8,4.85,0,134604,98578,432,234,148,110,17868,27230,83715,32605,414,494
i-0abcd123,2026-04-03T19:05:00+00:00,37.74,37.93,3.31,4.35,1,100659,122063,423,277,88,125,8821,23657,99302,13246,329,121
i-0abcd123,2026-04-03T19:10:00+00:00,28.44,55.36,3.71,2.57,1,90673,158331,206,89,141,93,28981,35284,61012,24497,313,236
i-0abcd123,2026-04-03T19:15:00+00:00,21.19,38.72,1.62,1.2,1,125718,147584,494,126,101,67,47800,39675,22949,67408,427,218
i-0abcd123,2026-04-03T19:20:00+00:00,15.07,40.61,0.3,3.17,1,173373,84244,103,161,120,62,5234,16140,25168,97203,419,331
i-0abcd123,2026-04-03T19:25:00+00:00,30.84,52.77,0.51,1.33,0,83831,93582,435,141,159,165,6706,17571,41481,23205,499,429
i-0abcd123,2026-04-03T19:30:00+00:00,43.59,38.42,4.67,1.47,1,137884,118129,390,341,88,154,35359,6845,80003,87332,178,256
i-0abcd123,2026-04-03T19:35:00+00:00,28.28,35.24,3.69,1.96,1,88718,77276,310,125,170,117,12140,9386,12635,27624,182,121
i-0abcd123,2026-04-03T19:40:00+00:00,18.86,50.27,0.46,4.32,0,103898,168662,346,228,107,63,30073,10512,13543,26055,388,407
i-0abcd123,2026-04-03T19:45:00+00:00,15.41,38.32,4.92,3.64,1,165737,120683,158,197,182,123,27196,37900,39664,90048,205,236
i-0abcd123,2026-04-03T19:50:00+00:00,19.8,48.92,0.68,1.56,0,91744,160131,463,68,87,67,33668,24794,54932,70341,177,273
i-0abcd123,2026-04-03T19:55:00+00:00,28.7,55.04,4.43,0.2,1,110415,162257,303,118,170,140,43696,42238,31234,50298,191,433
i-0abcd123,2026-04-03T20:00:00+00:00,35.76,46.55,0.96,2.12,1,155902,144823,304,445,189,132,36189,17740,48133,52045,315,194
i-0abcd123,2026-04-03T20:05:00+00:00,15.52,35.47,2.56,1.47,0,101917,87113,394,386,83,173,15318,20333,48251,91279,369,447
i-0abcd123,2026-04-03T20:10:00+00:00,16.33,39.81,1.08,0.49,1,102875,149580,278,235,154,144,20649,49805,35102,20354,490,292
i-0abcd123,2026-04-03T20:15:00+00:00,42.29,52.57,2.44,3.2,0,183957,125075,311,174,81,143,25788,14737,65429,99638,172,232
i-0abcd123,2026-04-03T20:20:00+00:00,19.28,52.44,3.16,0.61,0,117904,82077,180,114,173,97,46508,14891,73407,74976,115,388
i-0abcd123,2026-04-03T20:25:00+00:00,40.93,40.24,4.68,4.92,0,180719,167836,439,211,135,176,24026,20385,45220,64106,493,116
i-0abcd123,2026-04-03T20:30:00+00:00,34.28,31.74,0.62,2.83,0,99282,105229,305,420,103,166,46797,9346,54293,26346,465,290
i-0abcd123,2026-04-03T20:35:00+00:00,42.98,38.15,0.39,2.33,1,132732,154750,394,417,126,74,10140,28613,55235,72582,196,187
i-0abcd123,2026-04-03T20:40:00+00:00,36.5,50.14,0.15,1.74,0,108458,176590,394,195,135,152,47122,36255,52902,40094,226,248
i-0abcd123,2026-04-03T20:45:00+00:00,20.11,44.29,1.31,4.99,1,158022,95178,220,302,116,68,7642,10832,72088,52614,408,384
i-0abcd123,2026-04-03T20:50:00+00:00,44.73,36.85,3.25,3.31,0,199469,121979,156,132,103,169,17148,16071,20537,99222,279,102
i-0abcd123,2026-04-03T20:55:00+00:00,19.2,41.18,4.21,0.59,0,101280,159000,177,448,192,86,30391,5900,28688,99118,346,118
i-0abcd123,2026-04-03T21:00:00+00:00,39.07,57.42,2.76,2.72,0,156931,178820,178,387,137,80,32909,20412,47285,68926,390,408
i-0abcd123,2026-04-03T21:05:00+00:00,31.84,49.93,2.01,0.03,1,180909,151919,213,295,101,94,12757,13487,48492,25058,347,380
i-0abcd123,2026-04-03T21:10:00+00:00,17.28,36.58,4.86,4.86,1,130135,136309,313,413,101,74,20266,24444,37986,86684,177,126
i-0abcd123,2026-04-03T21:15:00+00:00,34.26,58.37,1.82,3.85,1,92315,91576,491,238,195,95,23364,27645,38114,60886,422,223
i-0abcd123,2026-04-03T21:20:00+00:00,37.83,49.71,2.97,2.98,1,175326,107397,359,234,88,133,45693,35283,27192,71771,351,276
i-0abcd123,2026-04-03T21:25:00+00:00,41.58,55.84,3.83,0.12,1,175709,172895,264,211,149,135,39875,27864,77514,81459,130,401
i-0abcd123,2026-04-03T21:30:00+00:00,37.73,63.32,1.03,2.61,0,85495,92337,291,465,86,116,35906,13785,81716,69198,297,107
i-0abcd123,2026-04-03T21:35:00+00:00,23.84,38.71,0.45,3.69,0,174010,79680,61,451,181,116,31747,46310,82240,77193,130,303
i-0abcd123,2026-04-03T21:40:00+00:00,18.3,45.16,3.15,1.8,1,86135,178536,148,489,128,156,28485,16084,71897,28169,214,114
i-0abcd123,2026-04-03T21:45:00+00:00,17.52,44.62,1.72,3.78,0,127640,155073,322,339,196,84,22874,16493,37348,13206,239,487
i-0abcd123,2026-04-03T21:50:00+00:00,24.35,35.5,3.97,1.38,1,172151,173074,310,497,154,61,14443,44436,77211,98391,357,317
i-0abcd123,2026-04-03T21:55:00+00:00,22.42,64.59,1.61,1.91,1,145909,179400,331,456,99,119,25997,44147,28624,24152,221,422
i-0abcd123,2026-04-03T22:00:00+00:00,18.97,50.88,2.54,3.39,0,127900,106447,213,492,121,96,8412,9999,93663,80114,375,279
i-0abcd123,2026-04-03T22:05:00+00:00,36.63,31.05,4.61,3.51,0,161835,167111,208,238,95,138,22667,8491,89380,34180,261,446
i-0abcd123,2026-04-03T22:10:00+00:00,42.04,37.36,0.89,2.54,1,107636,95055,468,457,139,176,24366,25007,38233,73327,463,418
i-0abcd123,2026-04-03T22:15:00+00:00,37.93,55.46,1.1,1.18,0,193767,71872,212,180,156,155,5982,36148,50711,15220,424,363
i-0abcd123,2026-04-03T22:20:00+00:00,23.28,52.93,1.26,2.21,1,141536,137825,68,468,129,158,30440,34418,45572,93214,111,220
i-0abcd123,2026-04-03T22:25:00+00:00,31.22,47.61,3.25,1.33,0,118316,71174,52,95,195,113,40693,45320,21479,57745,347,388
i-0abcd123,2026-04-03T22:30:00+00:00,27.75,35.2,2.15,1.73,1,133763,135412,58,108,90,82,20951,24431,14949,84802,153,270
i-0abcd123,2026-04-03T22:35:00+00:00,41.57,41.07,3.02,4.29,1,150279,93753,372,361,165,89,35839,26762,52847,37034,322,260
i-0abcd123,2026-04-03T22:40:00+00:00,31.85,64.96,2.48,4.55,0,109829,85374,325,51,182,150,33224,11870,98284,70624,217,325
i-0abcd123,2026-04-03T22:45:00+00:00,22.74,33.48,1.5,4.62,0,191658,98239,407,497,83,102,25048,9112,63325,58567,124,436
i-0abcd123,2026-04-03T22:50:00+00:00,42.01,56.94,0.62,4.91,0,80535,83220,293,264,194,173,26334,21379,40621,42849,212,240
i-0abcd123,2026-04-03T22:55:00+00:00,34.37,31.03,2.25,3.68,1,164562,73326,329,438,179,111,18823,10453,45104,42311,220,235
i-0abcd123,2026-04-03T23:00:00+00:00,33.36,56.89,4.81,4.25,1,186772,153410,150,484,109,174,12898,25881,82107,78737,176,466
i-0abcd123,2026-04-03T23:05:00+00:00,32.26,32.92,1.36,2.63,1,89856,89863,485,368,121,172,39182,19381,13292,49706,406,237
i-0abcd123,2026-04-03T23:10:00+00:00,18.25,60.66,2.94,4.63,1,98968,155082,322,449,125,139,21416,13011,86969,97727,157,381
i-0abcd123,2026-04-03T23:15:00+00:00,15.09,64.55,2.88,1.99,0,190966,75800,251,377,159,118,23748,8157,23519,24249,405,409
i-0abcd123,2026-04-03T23:20:00+00:00,38.42,55.22,1.5,4.58,0,177476,139161,131,439,182,105,18824,6551,50023,53281,136,487
i-0abcd123,2026-04-03T23:25:00+00:00,30.96,54.14,1.12,4.67,1,108793,130005,359,190,91,168,11286,38813,43584,27131,460,108
i-0abcd123,2026-04-03T23:30:00+00:00,43.55,57.87,2.38,2.73,0,146509,106949,86,500,121,179,22242,35367,42966,98450,193,500
i-0abcd123,2026-04-03T23:35:00+00:00,39.74,42.01,0.81,3.75,0,99581,87439,324,138,143,102,26320,25164,48232,16003,255,477
i-0abcd123,2026-04-03T23:40:00+00:00,29.73,52.25,1.0,4.84,0,161767,109373,359,483,111,71,30086,19391,14210,60472,226,364
i-0abcd123,2026-04-03T23:45:00+00:00,33.89,34.95,4.15,2.08,0,91411,84028,252,486,99,88,48409,23606,84093,21964,247,174
i-0abcd123,2026-04-03T23:50:00+00:00,33.85,42.21,3.23,0.22,1,123356,102628,253,178,181,172,33231,10290,19128,21997,381,232
i-0abcd123,2026-04-03T23:55:00+00:00,24.51,38.51,4.23,4.66,0,84690,94985,327,413,149,120,16632,29890,31076,53974,285,452
i-0abcd123,2026-04-04T00:00:00+00:00,34.62,45.02,4.18,0.55,0,138788,140120,265,77,140,95,11314,40726,85913,71279,245,420
i-0abcd123,2026-04-04T00:05:00+00:00,44.29,45.77,1.22,1.74,1,108977,145201,78,299,182,172,44375,11679,60609,90170,186,231
i-0abcd123,2026-04-04T00:10:00+00:00,19.7,64.2,2.28,2.98,1,138892,133990,221,445,89,175,33024,7656,77162,17318,147,429
i-0abcd123,2026-04-04T00:15:00+00:00,27.97,48.72,1.85,3.52,1,115950,109922,148,348,169,178,48053,31827,18353,57267,396,194
i-0abcd123,2026-04-04T00:20:00+00:00,43.65,42.91,1.76,4.79,0,190469,105192,76,203,120,103,40332,6462,98242,48443,380,394
i-0abcd123,2026-04-04T00:25:00+00:00,35.36,54.81,1.72,3.69,1,100608,104314,217,442,82,100,39090,21113,23989,35353,369,172
i-0abcd123,2026-04-04T00:30:00+00:00,16.82,53.03,0.62,0.48,0,124908,176217,356,154,113,103,16592,28913,83683,77574,390,471
i-0abcd123,2026-04-04T00:35:00+00:00,15.4,62.25,4.33,0.8,0,190091,144288,359,149,109,123,33147,46639,95689,40261,267,136
i-0abcd123,2026-04-04T00:40:00+00:00,85.97,88.57,29.65,30.89,2,1539278,1603206,1549,4500,1412,564,70779,289369,346696,365668,1544,1086
i-0abcd123,2026-04-04T00:45:00+00:00,42.45,35.71,2.92,4.09,0,100452,125572,347,77,169,83,48994,27561,89939,75294,489,500
i-0abcd123,2026-04-04T00:50:00+00:00,41.11,33.63,0.46,3.3,1,97657,82208,145,402,94,107,44647,12614,28121,25685,390,363
i-0abcd123,2026-04-04T00:55:00+00:00,17.65,31.58,4.6,1.96,1,196707,158413,423,124,129,174,31011,44538,41062,39369,117,134
i-0abcd123,2026-04-04T01:00:00+00:00,40.5,39.87,0.25,4.93,1,143013,103392,415,178,100,60,14536,23811,57139,31825,142,287
i-0abcd123,2026-04-04T01:05:00+00:00,44.88,51.88,0.48,1.96,0,136272,115196,189,186,196,155,36757,45386,48348,39176,109,471
i-0abcd123,2026-04-04T01:10:00+00:00,24.55,42.72,4.99,4.36,0,169512,144788,140,134,116,115,16655,44241,10697,77852,375,320
i-0abcd123,2026-04-04T01:15:00+00:00,44.42,62.47,0.6,1.6,0,125611,122764,75,77,119,175,37860,40155,46323,77904,144,220
i-0abcd123,2026-04-04T01:20:00+00:00,36.13,55.54,4.0,0.92,0,89044,162700,116,460,103,132,40544,36104,82817,36837,124,341
i-0abcd123,2026-04-04T01:25:00+00:00,21.91,40.77,1.51,0.39,0,84117,161493,174,494,117,144,27899,35671,72756,66482,277,127
i-0abcd123,2026-04-04T01:30:00+00:00,30.62,50.29,2.77,3.28,0,133142,160012,372,255,174,118,36607,31441,36966,45343,111,230
i-0abcd123,2026-04-04T01:35:00+00:00,22.84,52.19,0.94,0.46,0,95052,143867,234,409,139,96,10555,35730,25663,82642,340,165
i-0abcd123,2026-04-04T01:40:00+00:00,36.7,44.12,0.21,0.36,0,117245,114300,291,115,105,121,26560,39690,73388,42918,203,266
i-0abcd123,2026-04-04T01:45:00+00:00,24.29,37.04,4.81,1.59,1,81837,178472,261,132,143,174,36214,22700,37740,66399,156,355
i-0abcd123,2026-04-04T01:50:00+00:00,15.52,40.91,3.14,1.82,1,92284,76661,357,197,153,88,44202,26809,88224,49462,134,380
i-0abcd123,2026-04-04T01:55:00+00:00,16.8,43.23,3.26,3.39,1,89458,166058,329,184,116,131,28707,25828,83163,50453,319,189
i-0abcd123,2026-04-04T02:00:00+00:00,15.65,32.05,0.73,4.91,1,165022,80913,369,217,130,138,21489,32991,27421,23189,415,474
i-0abcd123,2026-04-04T02:05:00+00:00,40.74,55.9,4.16,2.79,0,185064,79165,463,396,80,123,19579,34010,41849,52693,120,208
i-0abcd123,2026-04-04T02:10:00+00:00,32.78,31.21,3.39,1.22,1,156339,81184,341,432,161,161,38731,45948,66248,54985,455,259
i-0abcd123,2026-04-04T02:15:00+00:00,40.82,42.62,2.48,0.31,0,137177,103261,425,95,194,115,8275,42022,24962,65711,438,361
i-0abcd123,2026-04-04T02:20:00+00:00,20.16,34.74,4.72,1.79,1,150106,165789,179,457,140,69,39469,19297,25294,33397,220,126
i-0abcd123,2026-04-04T02:25:00+00:00,21.87,59.38,3.75,2.4,0,170697,73339,464,131,172,90,49702,13669,86386,79097,449,493
i-0abcd123,2026-04-04T02:30:00+00:00,31.36,57.57,1.04,4.0,1,107615,71767,426,437,89,123,45790,13239,49352,57846,218,394
i-0abcd123,2026-04-04T02:35:00+00:00,20.46,45.8,1.36,2.13,1,193117,151755,137,54,173,65,40714,16846,68942,91246,428,141
i-0abcd123,2026-04-04T02:40:00+00:00,39.0,59.22,4.32,0.3,0,112754,167567,95,55,98,114,9193,48991,50245,62295,368,325
i-0abcd123,2026-04-04T02:45:00+00:00,44.96,60.98,0.66,3.0,0,98257,128541,457,59,158,125,5899,16237,65316,27710,123,262
i-0abcd123,2026-04-04T02:50:00+00:00,15.41,43.96,2.79,0.12,1,181991,125275,161,245,146,138,33556,42139,18893,63498,427,368
i-0abcd123,2026-04-04T02:55:00+00:00,17.77,33.4,4.83,0.85,0,187620,103611,423,316,136,77,26869,37455,48315,99362,412,447
i-0abcd123,2026-04-04T03:00:00+00:00,23.41,44.88,1.75,0.93,1,171702,71066,148,270,80,75,20270,26829,37414,81405,255,147
i-0abcd123,2026-04-04T03:05:00+00:00,38.35,57.85,0.2,2.09,1,101529,151553,137,198,194,102,39170,26331,24601,18264,219,294
i-0abcd123,2026-04-04T03:10:00+00:00,32.47,30.92,2.01,3.43,0,105658,122228,95,153,111,152,35308,13797,38504,26360,310,160
i-0abcd123,2026-04-04T03:15:00+00:00,23.0,42.26,0.8,1.63,1,84128,94855,298,362,168,95,28149,20499,18254,95969,393,390
i-0abcd123,2026-04-04T03:20:00+00:00,30.26,49.3,0.83,4.16,1,97160,133290,124,317,191,126,28950,42337,29330,83548,437,421
i-0abcd123,2026-04-04T03:25:00+00:00,24.83,42.25,1.23,4.3,0,123029,114510,440,170,132,141,35064,20829,55698,92702,105,478
i-0abcd123,2026-04-04T03:30:00+00:00,21.24,49.97,4.44,4.58,0,131898,84456,497,151,90,160,15501,28539,77347,20366,251,123
i-0abcd123,2026-04-04T03:35:00+00:00,24.4,31.93,3.01,2.49,1,86104,110388,215,217,164,106,37772,39920,50936,70571,163,227
i-0abcd123,2026-04-04T03:40:00+00:00,41.99,41.07,2.18,4.95,1,105236,150197,467,495,82,98,26289,31633,82616,14038,223,203
i-0abcd123,2026-04-04T03:45:00+00:00,36.62,50.32,3.54,4.05,1,114504,138448,110,199,121,81,11799,10387,59538,91287,101,132
i-0abcd123,2026-04-04T03:50:00+00:00,35.75,47.49,4.05,2.35,0,199194,70300,386,394,84,62,32811,45735,24555,97472,493,240
i-0abcd123,2026-04-04T03:55:00+00:00,44.56,62.05,2.91,4.47,1,107098,119776,405,375,112,108,30158,43155,70327,90679,276,465
i-0abcd123,2026-04-04T04:00:00+00:00,22.73,36.05,1.61,4.67,1,92804,150581,438,58,154,148,38376,25772,47004,33482,256,410
i-0abcd123,2026-04-04T04:05:00+00:00,33.26,30.74,1.27,1.9,0,178838,137701,158,348,196,130,36746,7804,94759,51621,387,121
i-0abcd123,2026-04-04T04:10:00+00:00,23.22,37.19,2.3,4.9,1,176735,156975,396,104,155,149,18694,45444,84356,26207,344,404
i-0abcd123,2026-04-04T04:15:00+00:00,26.13,55.28,1.45,4.91,0,143609,107295,133,326,120,143,8909,24103,47721,56197,101,320
i-0abcd123,2026-04-04T04:20:00+00:00,34.51,40.65,2.68,4.75,0,115618,175889,353,70,173,176,12627,30512,59440,71692,342,290
i-0abcd123,2026-04-04T04:25:00+00:00,44.03,32.45,0.29,1.81,1,199282,95157,412,338,110,153,5105,8118,33222,18744,430,124
i-0abcd123,2026-04-04T04:30:00+00:00,20.43,61.16,2.31,0.07,0,149521,76253,357,318,126,72,44836,35382,57267,58626,290,305
i-0abcd123,2026-04-04T04:35:00+00:00,19.9,32.07,2.45,0.37,0,184201,77877,432,231,182,104,47784,29864,50393,59389,488,460
i-0abcd123,2026-04-04T04:40:00+00:00,35.17,49.49,3.65,0.99,1,177168,83216,364,236,140,88,49794,42026,34737,95956,154,348
i-0abcd123,2026-04-04T04:45:00+00:00,35.48,41.39,1.9,1.18,0,138352,123645,244,142,187,107,36513,19529,97358,62075,239,252
i-0abcd123,2026-04-04T04:50:00+00:00,33.75,60.49,0.28,4.09,0,95507,88095,230,300,117,130,12938,17512,68139,35099,419,315
i-0abcd123,2026-04-04T04:55:00+00:00,40.79,60.76,4.95,1.94,0,94545,94804,129,493,151,111,19431,32493,11763,98831,239,375
i-0abcd123,2026-04-04T05:00:00+00:00,15.86,49.31,3.75,3.02,1,172444,120670,241,101,185,150,19151,44394,37778,29599,229,266
i-0abcd123,2026-04-04T05:05:00+00:00,37.98,51.63,3.04,2.4,0,149458,73868,324,491,193,150,17579,19063,40074,61073,232,211
i-0abcd123,2026-04-04T05:10:00+00:00,35.62,36.17,2.76,0.21,1,169545,100170,246,283,175,132,45986,29904,18576,78156,325,430
i-0abcd123,2026-04-04T05:15:00+00:00,18.25,36.3,0.81,2.95,0,151066,78592,393,179,183,162,37013,26594,31992,19425,400,433
i-0abcd123,2026-04-04T05:20:00+00:00,37.09,33.06,2.56,0.8,0,198207,132231,93,365,140,123,26531,11523,66144,83017,103,413
i-0abcd123,2026-04-04T05:25:00+00:00,40.17,55.38,1.05,2.33,1,95734,156857,188,360,177,153,13151,7169,55600,93007,140,189
i-0abcd123,2026-04-04T05:30:00+00:00,25.22,36.24,4.71,1.88,1,94944,171574,454,275,146,66,5415,28828,41224,92128,106,181
i-0abcd123,2026-04-04T05:35:00+00:00,25.38,51.37,1.61,0.69,1,113794,160787,252,348,105,62,44737,36278,30832,85107,363,485
i-0abcd123,2026-04-04T05:40:00+00:00,22.73,45.77,4.16,4.81,0,90261,92986,67,295,81,137,8195,33267,10497,58533,211,490
i-0abcd123,2026-04-04T05:45:00+00:00,18.61,44.17,0.14,2.58,1,97015,176834,349,449,145,73,42171,27900,23356,25416,410,121
i-0abcd123,2026-04-04T05:50:00+00:00,33.67,48.61,0.66,2.81,0,178295,156109,68,71,116,109,29637,11337,33744,10925,464,184
i-0abcd123,2026-04-04T05:55:00+00:00,24.25,50.4,1.02,0.14,0,174277,133155,454,489,185,177,13981,45563,96391,75555,350,326
i-0abcd123,2026-04-04T06:00:00+00:00,19.72,60.05,0.87,4.46,0,172612,174896,203,223,131,66,29976,43296,33672,27562,112,480
i-0abcd123,2026-04-04T06:05:00+00:00,37.79,55.66,2.78,0.72,1,175510,84550,297,271,121,137,36879,48057,58917,43690,190,395
i-0abcd123,2026-04-04T06:10:00+00:00,17.18,59.09,1.89,2.18,0,179169,150584,490,392,172,106,16019,32577,83721,92817,414,431
i-0abcd123,2026-04-04T06:15:00+00:00,26.13,37.17,2.09,0.93,0,130528,125067,154,216,180,160,10761,30872,84710,96330,371,122
